,base_market,quote_market,hedge_ratio,half_life
0,BTC-USD_x,ATOM-USD,9013.270249805697,6.861360590445404
1,BTC-USD_x,WLD-USD,13894.928367279696,9.189491054230299
2,BTC-USD_x,BLUR-USD,142436.65759301902,7.504966842353053
3,BTC-USD_x,LDO-USD,21472.11622802633,7.0761207182876396
4,BTC-USD_x,PEPE-USD,3053417643.2715673,7.739994799768419
5,BTC-USD_x,SUI-USD,26241.018223281106,10.461292963740744
6,BTC-USD_y,ATOM-USD,9013.270249805697,6.861360590445404
7,BTC-USD_y,WLD-USD,13894.928367279696,9.189491054230299
8,BTC-USD_y,BLUR-USD,142436.65759301902,7.504966842353053
9,BTC-USD_y,LDO-USD,21472.11622802633,7.0761207182876396
10,BTC-USD_y,PEPE-USD,3053417643.2715673,7.739994799768419
11,BTC-USD_y,SUI-USD,26241.018223281106,10.461292963740744
12,ETH-USD,BCH-USD,6.483361069191247,6.14089212290546
13,LINK-USD,APT-USD,1.418819870870618,10.918996877032455
14,LINK-USD,SEI-USD,23.56470743849414,11.383524745424893
15,CRV-USD,DOGE-USD,3.739562969433976,11.699716879586283
16,CRV-USD,UNI-USD,0.0420231589600924,9.323217753144364
17,CRV-USD,BCH-USD,0.0013195205876985316,9.998066873367332
18,CRV-USD,XLM-USD,5.491139031760504,10.750289114956605
19,ADA-USD,FIL-USD,0.08087617092610389,10.264916250004203
20,ADA-USD,COMP-USD,0.0051951838212041385,7.060494019600801
21,ADA-USD,OP-USD,0.19270167913013783,10.678594551714818
22,AVAX-USD,ZK-USD,341.85704474438637,8.395202486090643
23,FIL-USD,ATOM-USD,1.0693181833154746,13.41146536572707
24,FIL-USD,COMP-USD,0.061098423550919004,9.95749842510122
25,FIL-USD,LDO-USD,2.617013356214456,6.499015458614282
26,FIL-USD,PEPE-USD,363882.23611619807,11.033221005977412
27,DOGE-USD,ETC-USD,0.0058228006777225234,4.241696309211587
28,DOGE-USD,BLUR-USD,0.2810023994260714,8.79583486970238
29,ATOM-USD,WLD-USD,1.4910181907115225,8.503399408237772
30,ATOM-USD,BLUR-USD,14.395656140707288,11.883958739882502
31,ATOM-USD,LDO-USD,2.251607667416019,6.574812885640187
32,ATOM-USD,PEPE-USD,324848.30922260054,7.12035963802135
33,ATOM-USD,SUI-USD,2.8650448621652886,9.24595567529356
34,DOT-USD,ETC-USD,0.3127770676612269,6.533048263516805
35,TRX-USD,WIF-USD,0.10998055011541813,13.88573391215662
36,TRX-USD,GRT-USD,1.5557542177095351,13.656613884343866
37,TRX-USD,FLOKI-USD,933.9343834244842,12.841091100166588
38,TRX-USD,NOT-USD,-14.917329581833158,9.119648117184738
39,ETC-USD,SUI-USD,9.081697487074699,9.513800404636584
40,WLD-USD,LDO-USD,1.4626371098530055,7.489389950878379
41,WLD-USD,SUI-USD,1.8436506840432352,10.613881610836717
42,APT-USD,SEI-USD,14.791742533255505,10.957642028554796
43,APT-USD,BONK-USD,738279.3733758943,10.098299999987493
44,APT-USD,DEGEN-USD,-1105.77113441054,12.724889535244344
45,APT-USD,BODEN-USD,-169.1617002196797,10.402849304184834
46,APT-USD,TRUMP-USD,0.9500185671016288,10.155532767243098
47,APT-USD,BOME-USD,-2219.1051162263457,11.666640241460938
48,APT-USD,MEW-USD,-1411.4698369147063,14.137211267621042
49,APT-USD,MICHI-USD,-18.230995063919124,12.39157288582471
50,APT-USD,OKB-USD,0.8226098894804785,12.123264550454257
51,APT-USD,STX-USD,4.600951816668623,11.624542301830596
52,APT-USD,MNT-USD,-90.85823423128801,9.998148748750037
53,APT-USD,WIF-USD,4.7172025283985395,10.54054109956526
54,APT-USD,VET-USD,412.6172962899891,9.110781425691249
55,APT-USD,GRT-USD,61.99112867700478,11.077190687407354
56,APT-USD,TAO-USD,-0.1237434446369195,11.464468401719332
57,APT-USD,AR-USD,0.2682704898935274,12.767387844212614
58,APT-USD,FLOKI-USD,35920.99496877886,11.132322998781753
59,APT-USD,THETA-USD,7.269759017705525,10.402849304184565
60,APT-USD,QNT-USD,0.2075585914269099,10.23384423619259
61,APT-USD,FLR-USD,660.7157339097971,9.689773197613844
62,BLUR-USD,LDO-USD,0.14211327682234476,6.00038916506611
63,TIA-USD,INJ-USD,0.11712233680603557,11.171634688594999
64,TIA-USD,RUNE-USD,-0.667362845039638,9.007913270599172
65,BONK-USD,DEGEN-USD,-0.0007699676035075251,10.32778890932116
66,BONK-USD,BODEN-USD,-0.00012720658274121372,8.969461695702266
67,BONK-USD,MOTHER-USD,0.0002245777909769802,8.252378060482634
68,BONK-USD,MOG-USD,-3.394838165426407,9.881153740848468
69,BONK-USD,TRUMP-USD,7.34072021720639e-07,8.70143552903522
70,BONK-USD,ZK-USD,6.692643476793441e-05,8.156371743774802
71,BONK-USD,BOME-USD,-0.0017224177024083714,8.694751391439793
72,BONK-USD,MEW-USD,-0.0010546008814193812,9.680205072800682
73,BONK-USD,MICHI-USD,-1.4043974792843166e-05,9.149205831297177
74,BONK-USD,KAS-USD,-0.0027594024122834585,11.053633325303824
75,BONK-USD,CRO-USD,-9.39872033424939e-05,10.251612316820355
76,BONK-USD,OKB-USD,6.123909457818071e-07,9.201838493193828
77,BONK-USD,STX-USD,3.8212050146700654e-06,11.020713150374913
78,BONK-USD,MNT-USD,-6.808933337576397e-05,8.874516543422002
79,BONK-USD,WIF-USD,5.0903556684294145e-06,8.182666198637008
80,BONK-USD,IMX-USD,-1.5220132948676082e-05,10.009174409101977
81,BONK-USD,VET-USD,0.00035344773695272953,7.200024505544034
82,BONK-USD,INJ-USD,4.158155750859579e-07,9.555817466790579
83,BONK-USD,TAO-USD,-9.434206789553947e-08,8.740801217662476
84,BONK-USD,AR-USD,2.0294754647860124e-07,9.135720624781175
85,BONK-USD,ONDO-USD,8.769848016943914e-05,9.466276032820542
86,BONK-USD,THETA-USD,5.466729175656316e-06,8.96946169570199
87,BONK-USD,BRETT-USD,-8.984993997599713e-05,9.683567117654546
88,BONK-USD,AAVE-USD,2.7645288714298616e-08,10.391664103286654
89,BONK-USD,ALGO-USD,4.752509264118322e-05,10.55981025610162
90,BONK-USD,NOT-USD,-0.00036671168735451405,10.420052130279958
91,BONK-USD,QNT-USD,1.5484018503142848e-07,8.912591603502461
92,BONK-USD,FLR-USD,0.0005337263969089207,9.622782140726077
93,DEGEN-USD,RENDER-USD,-0.0009860449148441364,5.550813616750456
94,DEGEN-USD,STX-USD,-0.003743613794790662,9.680667321246345
95,DEGEN-USD,FLOKI-USD,-29.628806334498364,8.764509277630019
96,DEGEN-USD,FLR-USD,-0.5482706286199304,3.6516040074923346
97,BODEN-USD,BOME-USD,12.88815898929159,4.911389558233287
98,BODEN-USD,ICP-USD,-0.006009324081698821,7.869935376726347
99,BODEN-USD,RENDER-USD,-0.006748076873976183,4.883944545325459
100,BODEN-USD,STX-USD,-0.02629507816757605,4.422810854857913
101,BODEN-USD,WIF-USD,-0.022862712771348662,12.674922042611147
102,BODEN-USD,VET-USD,-2.248646126614202,6.669294594390131
103,BODEN-USD,GRT-USD,-0.3317653786430623,9.07056697088039
104,BODEN-USD,TAO-USD,0.000724731762587618,4.7145487558245565
105,BODEN-USD,FLOKI-USD,-204.29611154371304,6.240298287017106
106,BODEN-USD,QNT-USD,-0.001218876954487386,0.6806529210010307
107,BODEN-USD,FLR-USD,-3.6015826969453935,5.6044123365731915
108,MOG-USD,ICP-USD,-2.0205940260411147e-07,11.576657605688565
109,MOG-USD,CRO-USD,2.8007085973952666e-05,2.351507128361104
110,MOG-USD,STX-USD,-8.623591474087405e-07,10.628660511506595
111,MOG-USD,WIF-USD,-8.151758128445094e-07,10.486428233671923
112,MOG-USD,GRT-USD,-1.1342434253613802e-05,10.566603303978281
113,MOG-USD,FLOKI-USD,-0.006952705925802896,8.051633925557637
114,MOG-USD,BRETT-USD,2.586370631586004e-05,2.520747878815953
115,MOG-USD,NOT-USD,0.00011072844378299883,2.7720121772634543
116,TRUMP-USD,RENDER-USD,1.2127367796831852,5.722962949617892
117,TRUMP-USD,VET-USD,414.6185885591789,8.317263156685987
118,TRUMP-USD,FLOKI-USD,35916.19928100596,9.985880834578259
119,ZK-USD,IMX-USD,-0.24060785354955594,11.735009206442411
120,BOME-USD,MICHI-USD,0.00828809010746255,3.734169253195484
121,BOME-USD,ICP-USD,-0.0004549283336761703,5.856691291684371
122,BOME-USD,RENDER-USD,-0.00049556019895617,5.387372506251807
123,BOME-USD,STX-USD,-0.0019860222929434547,4.368816529849242
124,BOME-USD,MNT-USD,0.03863135271406831,5.129178054590784
125,BOME-USD,WIF-USD,-0.0017371103655347622,11.509847283047998
126,BOME-USD,VET-USD,-0.17291562187600906,15.982858951000985
127,BOME-USD,GRT-USD,-0.025132280832024984,8.555053645126767
128,BOME-USD,TAO-USD,5.624362375912387e-05,4.293763527250938
129,BOME-USD,AR-USD,-0.00011584699893600484,9.922801229549819
130,BOME-USD,ONDO-USD,-0.050241608942581895,9.436997904046095
131,BOME-USD,FLOKI-USD,-15.33303883889522,6.752888623785834
132,BOME-USD,THETA-USD,-0.003095788111122079,4.911205809576443
133,BOME-USD,QNT-USD,-8.780376133448841e-05,5.515541617601384
134,BOME-USD,FLR-USD,-0.25979857208303203,9.61142822931589
135,PONKE-USD,MEW-USD,6.598615608668922,15.766466242117318
136,PONKE-USD,MICHI-USD,0.05503684816200938,15.6936375012943
137,PONKE-USD,BNB-USD,-0.0001737149185540494,15.139694932029462
138,PONKE-USD,TON-USD,-0.007478915510036543,15.049331874160984
139,PONKE-USD,DAI-USD,0.9263810710853306,15.301672364876103
140,PONKE-USD,KAS-USD,-0.6740405703071701,15.50769548158859
141,PONKE-USD,ICP-USD,-0.003235370340608168,15.632654273540354
142,PONKE-USD,RENDER-USD,0.005170296557537868,15.326851910586809
143,PONKE-USD,CRO-USD,0.9233801070435277,15.792227774429664
144,PONKE-USD,OKB-USD,0.0005945304928895445,15.45755490092799
145,PONKE-USD,STX-USD,-0.013962539077061131,15.686207770940207
146,PONKE-USD,MNT-USD,-0.12112828257344432,15.395793487760557
147,PONKE-USD,WIF-USD,0.037745885047164474,15.341745465336587
148,PONKE-USD,IMX-USD,0.14607385872568468,15.947571243378828
149,PONKE-USD,VET-USD,4.342790454377877,15.27880653353676
150,PONKE-USD,INJ-USD,0.00019768703020916004,15.505163689839828
151,PONKE-USD,GRT-USD,-0.04425045813643713,15.534739724046961
152,PONKE-USD,TAO-USD,0.00014818247735482945,15.621021418413353
153,PONKE-USD,AR-USD,-0.0009798820809880857,15.773597012599966
154,PONKE-USD,ONDO-USD,0.02593819962827837,15.501537586438095
155,PONKE-USD,FLOKI-USD,-17.455107443794986,15.525571533784033
156,PONKE-USD,THETA-USD,0.006184932567745216,15.443790379276544
157,PONKE-USD,BRETT-USD,0.6525743630785605,15.77495912920244
158,PONKE-USD,AAVE-USD,-0.0004938074001904699,15.759885915776538
159,PONKE-USD,RUNE-USD,-0.08063889780763978,10.938215396342057
160,PONKE-USD,ALGO-USD,-0.35069890800281733,15.744869036229474
161,PONKE-USD,NOT-USD,3.909439567625043,15.767818045369426
162,PONKE-USD,JASMY-USD,16.847757285336456,15.019290323003878
163,PONKE-USD,QNT-USD,0.00015322794299315462,15.45459982927968
164,PONKE-USD,FLR-USD,3.7907763386329805,15.171348313569547
165,PONKE-USD,STRK-USD,1.6311927547582248,7.196405133532207
166,PONKE-USD,ENS-USD,0.0008971005353835826,15.52257935424932
167,MEW-USD,MICHI-USD,0.012359553508747775,5.677326649738399
168,MEW-USD,ICP-USD,-0.0006715557036694976,9.188466232756026
169,MEW-USD,RENDER-USD,-0.0007083125833372804,7.873214701542556
170,MEW-USD,STX-USD,-0.0028718961240280436,8.820975461085958
171,MEW-USD,WIF-USD,-0.0026487012834199835,11.22198096377163
172,MEW-USD,VET-USD,-0.2426165712295234,12.227337049658688
173,MEW-USD,GRT-USD,-0.03732937853085139,10.029577656072032
174,MEW-USD,AR-USD,-0.00017784839540424687,8.703853229596648
175,MEW-USD,FLOKI-USD,-22.911260355583096,7.578086902905171
176,MICHI-USD,ICP-USD,-0.05135877238458472,5.972303344669328
177,MICHI-USD,RENDER-USD,-0.05448833902658026,6.688015974916524
178,MICHI-USD,CRO-USD,6.434160676736591,9.581776537655415
179,MICHI-USD,STX-USD,-0.2214947970472374,5.899029480675452
180,MICHI-USD,WIF-USD,-0.1965957543258341,10.496848256802942
181,MICHI-USD,VET-USD,-19.20725700340275,6.415049317701954
182,MICHI-USD,GRT-USD,-2.8342312605941,8.323726704139718
183,MICHI-USD,TAO-USD,0.006285011841050243,3.70123504709096
184,MICHI-USD,AR-USD,-0.013260391033346582,6.110446305216725
185,MICHI-USD,ONDO-USD,-5.499493603738891,11.86836891994451
186,MICHI-USD,FLOKI-USD,-1718.8915261789525,7.209117164370377
187,MICHI-USD,THETA-USD,-0.3388678681668772,7.588930660859671
188,MICHI-USD,BRETT-USD,6.186734693877524,6.070258361749326
189,MICHI-USD,NOT-USD,25.21155127557872,10.25320225919286
190,MICHI-USD,QNT-USD,-0.009611082009636653,9.472298562973146
191,MICHI-USD,FLR-USD,-28.204705532564546,12.018126791656407
192,BNB-USD,ENS-USD,33.02951292760393,8.86899580145069
193,TON-USD,KAS-USD,574.6019736837625,12.064337431425303
194,TON-USD,ICP-USD,-0.13449342267782605,11.61411436090416
195,TON-USD,RENDER-USD,-0.16126331266996896,9.959083727608094
196,TON-USD,CRO-USD,17.258604644259094,12.55504085682446
197,TON-USD,STX-USD,-0.6621474725087388,10.373454175635436
198,TON-USD,WIF-USD,-0.48133462214900113,11.126965414102493
199,TON-USD,IMX-USD,2.793742167062078,12.42266064761947
200,TON-USD,VET-USD,-58.144554990902634,10.612373682193914
201,TON-USD,INJ-USD,-0.03990262290015778,12.587122059290893
202,TON-USD,GRT-USD,-5.551363289858443,12.853778307200242
203,TON-USD,TAO-USD,0.018899457092711236,11.360930610500237
204,TON-USD,AR-USD,-0.03729029937092809,12.346928679876722
205,TON-USD,ONDO-USD,-17.543589746994144,11.475935186187968
206,TON-USD,FLOKI-USD,-4478.742129246588,11.401622955098654
207,TON-USD,THETA-USD,-1.0748747976292279,11.291888547418269
208,TON-USD,BRETT-USD,16.746340202747035,12.705011077175243
209,TON-USD,NOT-USD,66.69201729123051,12.598532836476437
210,TON-USD,FLR-USD,-85.6061720280336,10.699616793965097
211,TON-USD,STRK-USD,-1.5684608093054209,13.019959261010884
212,KAS-USD,RENDER-USD,-0.00023869873527451735,8.555681241414767
213,KAS-USD,FLR-USD,-0.1328767517052114,10.947387767160903
214,ICP-USD,CRO-USD,-117.8464188263315,13.869627895480708
215,ICP-USD,STX-USD,4.26683402619436,5.514383396852637
216,ICP-USD,WIF-USD,3.9307517325682646,15.598064004469132
217,ICP-USD,IMX-USD,-19.06686965847885,11.665579290871486
218,ICP-USD,VET-USD,350.32563235968405,10.686494620551045
219,ICP-USD,TAO-USD,-0.11460934319255389,6.114667168941353
220,ICP-USD,AR-USD,0.24562566699672317,7.173862456677236
221,ICP-USD,FLOKI-USD,33215.49677330628,6.5628386401988115
222,ICP-USD,THETA-USD,6.502443658933487,7.919225463978097
223,ICP-USD,BRETT-USD,-112.02896992130286,10.06572062104739
224,ICP-USD,NOT-USD,-460.90581147094144,14.513400432755034
225,ICP-USD,FLR-USD,550.687867014547,12.935204768418433
226,RENDER-USD,CRO-USD,-80.46547307730515,7.279630824795053
227,RENDER-USD,OKB-USD,0.5571529800462489,3.9975265251956853
228,RENDER-USD,STX-USD,3.1694253378879935,5.196627644676851
229,RENDER-USD,MNT-USD,-60.994660164380946,3.987374448688691
230,RENDER-USD,IMX-USD,-13.061631545105904,7.012097745951401
231,RENDER-USD,VET-USD,265.5030286255769,4.388543220210516
232,RENDER-USD,TAO-USD,-0.08336783538410164,4.382719547587187
233,RENDER-USD,AR-USD,0.1753545084825877,5.00481212566204
234,RENDER-USD,ONDO-USD,79.5098424998647,4.617908454129273
235,RENDER-USD,THETA-USD,4.871938626867561,4.0105361945581794
236,RENDER-USD,BRETT-USD,-77.66069761237895,6.334715065859612
237,RENDER-USD,NOT-USD,-312.4871292735388,7.628221110604827
238,RENDER-USD,QNT-USD,0.13835299832651127,3.920634295408223
239,RENDER-USD,FLR-USD,423.8327573381241,4.490239428810997
240,CRO-USD,WIF-USD,-0.02849438082858638,10.396574060873858
241,CRO-USD,IMX-USD,0.15895128424399174,1.8738924752803776
242,CRO-USD,GRT-USD,-0.39224938987836033,11.317031006702916
243,CRO-USD,FLOKI-USD,-241.5304298423739,8.368597005753331
244,CRO-USD,BRETT-USD,0.8890873015872698,4.814163635051556
245,OKB-USD,MNT-USD,-107.698375094938,1.4980439390761782
246,OKB-USD,VET-USD,450.4630959025235,8.872597453365282
247,OKB-USD,ONDO-USD,141.27788789439637,5.050984815404335
248,OKB-USD,FLOKI-USD,40969.07208828686,6.928709309581731
249,OKB-USD,FLR-USD,728.61959866701,5.452301500827095
250,STX-USD,MNT-USD,-18.55629551479805,4.5843563913897425
251,STX-USD,WIF-USD,0.8984783399497487,16.219408422002566
252,STX-USD,IMX-USD,-4.250784075378554,10.364796576563853
253,STX-USD,VET-USD,79.9641953480251,7.65973713742145
254,STX-USD,TAO-USD,-0.02616049464776815,4.72563944474741
255,STX-USD,AR-USD,0.05576103048745301,5.55891769328634
256,STX-USD,ONDO-USD,24.24314135421227,7.303950370514674
257,STX-USD,FLOKI-USD,7641.3051443843,7.707864397958059
258,STX-USD,THETA-USD,1.48874377215017,4.316519551220295
259,STX-USD,BRETT-USD,-24.937650060024424,9.017335416253376
260,STX-USD,QNT-USD,0.042292056515683546,5.028547785266178
261,STX-USD,FLR-USD,126.54215794713934,9.181450966839204
262,MNT-USD,WIF-USD,-0.04178208838598785,12.434467285467322
263,MNT-USD,VET-USD,-4.150584075560573,6.41694719892448
264,MNT-USD,GRT-USD,-0.608261001470094,8.927277060829018
265,MNT-USD,TAO-USD,0.0013386281163013172,4.872837019812969
266,MNT-USD,ONDO-USD,-1.2897732519867162,4.978853845537064
267,MNT-USD,FLOKI-USD,-374.9242547000322,6.388837593485992
268,MNT-USD,THETA-USD,-0.07947326496065843,3.975615784075194
269,MNT-USD,QNT-USD,-0.0022540468981089024,0.8601254100028708
270,MNT-USD,FLR-USD,-6.653895675743684,5.129152751733389
271,WIF-USD,IMX-USD,-3.8982990897984138,8.986733416221306
272,WIF-USD,VET-USD,72.51307879536364,8.89580547724059
273,WIF-USD,GRT-USD,12.273961783976922,10.053096116589687
274,WIF-USD,TAO-USD,-0.021621194274155514,10.276561482009008
275,WIF-USD,AR-USD,0.04893968637620302,8.511576328140858
276,WIF-USD,ONDO-USD,19.844717539546338,11.91386608757932
277,WIF-USD,THETA-USD,1.2405328384244427,10.763783874820632
278,WIF-USD,BRETT-USD,-22.35022342270274,9.228593753009266
279,WIF-USD,AAVE-USD,0.006825359785838685,10.382454451250528
280,WIF-USD,ALGO-USD,10.779371420461061,9.48818769346509
281,WIF-USD,NOT-USD,-95.70305168311688,9.339016843531919
282,WIF-USD,QNT-USD,0.03513361027299802,10.538389870708972
283,IMX-USD,GRT-USD,-2.413210602794429,10.20237238798127
284,IMX-USD,FLOKI-USD,-1482.4043958976144,7.976550258327749
285,IMX-USD,BRETT-USD,5.5467520341467775,3.155699515153262
286,IMX-USD,ALGO-USD,-2.312782312492157,9.269410760995836
287,IMX-USD,NOT-USD,24.06195730098767,2.036407097324838
288,VET-USD,GRT-USD,0.13624627955691704,10.292036574272535
289,VET-USD,TAO-USD,-0.0003032407373661575,14.431005815169978
290,VET-USD,AR-USD,0.0006199186652279115,13.752465748319347
291,VET-USD,ONDO-USD,0.27410610520361867,10.243975778169618
292,VET-USD,FLOKI-USD,83.24453477798602,8.045400083582848
293,VET-USD,THETA-USD,0.016866981239927928,6.694980298476881
294,VET-USD,QNT-USD,0.00047906171033025623,7.861089072631725
295,INJ-USD,ENS-USD,1.3426908224025962,5.875793323112269
296,GRT-USD,TAO-USD,-0.001783640211416044,8.127874534565624
297,GRT-USD,AR-USD,0.003911289113240027,7.634063768269086
298,GRT-USD,THETA-USD,0.10182244128027684,8.296413266105336
299,GRT-USD,BRETT-USD,-1.7740371148459584,9.329655444102041
300,GRT-USD,AAVE-USD,0.0005553371446128297,8.900090358366551
301,GRT-USD,ALGO-USD,0.8694363072550018,6.785959765281303
302,GRT-USD,NOT-USD,-7.419687658613299,10.736850674418463
303,GRT-USD,QNT-USD,0.0028867809219230017,8.33777611682786
304,TAO-USD,ONDO-USD,-889.7439736188644,8.79672848625435
305,TAO-USD,FLOKI-USD,-269163.57760774624,6.973720169485308
306,TAO-USD,THETA-USD,-54.824255700480535,4.669045932297826
307,TAO-USD,QNT-USD,-1.5549435846632491,5.213789828992648
308,TAO-USD,FLR-USD,-4583.499925226279,8.952033827685872
309,AR-USD,FLOKI-USD,131215.0534622479,5.867736005584227
310,ONDO-USD,FLOKI-USD,266.7797032650815,8.31446052053206
311,ONDO-USD,QNT-USD,0.001601200441964712,4.606442868984666
312,ONDO-USD,FLR-USD,5.060776818477052,5.195177803617974
313,FLOKI-USD,THETA-USD,0.00016992630761798765,5.621567955352695
314,FLOKI-USD,BRETT-USD,-0.0029311199479792015,7.009352651532607
315,FLOKI-USD,NOT-USD,-0.012387737417294736,7.780070555576872
316,FLOKI-USD,QNT-USD,4.81754165762681e-06,5.871381131808056
317,FLOKI-USD,FLR-USD,0.014551983656910239,8.076048737955992
318,THETA-USD,QNT-USD,0.02836232913326414,0.6806529210010319
319,THETA-USD,FLR-USD,83.80605890969389,5.604412336573011
320,BRETT-USD,ALGO-USD,-0.40501579875269167,10.97246050249937
321,AAVE-USD,ALGO-USD,1392.6875363184554,5.408023809330694
322,AAVE-USD,NOT-USD,-12281.015802358517,10.75021526387676
323,RUNE-USD,ALGO-USD,7.475584831863188,6.263710858078896
324,RUNE-USD,NOT-USD,-60.37383269540169,6.800720116636898
325,RUNE-USD,JASMY-USD,-63.94344122749476,7.843135845360484
326,RUNE-USD,QNT-USD,0.023729502707520722,6.64761429724475
327,RUNE-USD,FLR-USD,72.17632265496013,6.847251143346565
328,RUNE-USD,STRK-USD,0.6489355640834162,8.167554292652195
329,RUNE-USD,ENS-USD,0.06561154570899957,6.7289504029777545
330,QNT-USD,FLR-USD,2949.1419252814994,5.008556159387521
331,STRK-USD,ENS-USD,0.00513278605431107,7.7806782700005925
